species	electiveCS_mean	VD_mean	b_mean	c_mean	d_mean	healthy_mean	genus_name	genus_lineage	species_name	species_lineage
Streptococcus_iniae	0.0	0.0	0.0	0.0	0.0	0.923079667	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus iniae	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus iniae
Klebsiella_michiganensis	0.0	0.0	0.860311667	0.0	0.0	0.0	Klebsiella	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;	Klebsiella michiganensis	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella michiganensis
Streptococcus_infantarius	0.0	0.0	0.0	0.0	0.0	0.788258333	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus infantarius	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus infantarius
Streptococcus_marmotae	0.0	0.0	0.0	0.0	0.01955375	0.690812	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus marmotae	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus marmotae
Mycoplasma_hominis	0.0	0.0	0.611982083	0.0	0.085886875	0.0	Mycoplasma	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;	Mycoplasma hominis	Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma hominis
Moraxella_osloensis	0.0	0.0	0.0	0.210175652	0.337048125	0.089700333	Moraxella	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;	Moraxella osloensis	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella osloensis
Streptococcus_agalactiae	0.0	0.0	0.0	0.080442609	0.0	0.542100333	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus agalactiae	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus agalactiae
Streptococcus_mutans	0.0	0.0	0.0	0.0	0.0	0.587185333	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus mutans	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus mutans
Streptobacillus_moniliformis	0.0	0.0	0.0	0.042596957	0.23315625	0.306306	Streptobacillus	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;	Streptobacillus moniliformis	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Streptobacillus;Streptobacillus moniliformis
Porphyromonas_gingivalis	0.0	0.0	0.0	0.295063478	0.125876875	0.100046333	Porphyromonas	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;	Porphyromonas gingivalis	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas gingivalis
Porphyromonas_asaccharolytica	0.0	0.0	0.0	0.25874913	0.0289525	0.224973667	Porphyromonas	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;	Porphyromonas asaccharolytica	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas asaccharolytica
Filifactor_alocis	0.0	0.0	0.0	0.009651304	0.100529375	0.375685333	Filifactor	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor;	Filifactor alocis	Bacteria;Firmicutes;Clostridia;Eubacteriales;Peptostreptococcaceae;Filifactor;Filifactor alocis
Klebsiella_oxytoca	0.0	0.0	0.482074167	0.0	0.0	0.0	Klebsiella	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;	Klebsiella oxytoca	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca
Streptococcus_dysgalactiae	0.0	0.0	0.0	0.0	0.0	0.479550667	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus dysgalactiae	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus dysgalactiae
Staphylococcus_saprophyticus	0.0	0.0	0.0	0.329273043	0.126940625	0.000947	Staphylococcus	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;	Staphylococcus saprophyticus	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus saprophyticus
Prevotella_ruminicola	0.0	0.0	0.0	0.149281739	0.03750375	0.261661667	Prevotella	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Prevotella ruminicola	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella ruminicola
Acinetobacter_johnsonii	0.0	0.0	0.0	0.050812174	0.331215625	0.053378667	Acinetobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;	Acinetobacter johnsonii	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter johnsonii
Streptococcus_parauberis	0.0	0.0	0.0	0.0	0.0	0.431451	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus parauberis	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus parauberis
Lactococcus_lactis	0.0	0.0	0.0	0.032066957	0.32053375	0.077424333	Lactococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;	Lactococcus lactis	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus;Lactococcus lactis
Streptococcus_halotolerans	0.0	0.0	0.0	0.0	0.0	0.365953333	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus halotolerans	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus halotolerans
Staphylococcus_argenteus	0.22081	0.0	0.048052917	0.0	0.0	0.003912333	Staphylococcus	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;	Staphylococcus argenteus	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Staphylococcus;Staphylococcus argenteus
Micrococcus_luteus	0.0	0.0	0.0	0.131678696	0.027833125	0.102442333	Micrococcus	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Micrococcus;	Micrococcus luteus	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Micrococcus;Micrococcus luteus
Capnocytophaga_ochracea	0.0	0.0	0.0	0.0	0.02141875	0.229770333	Capnocytophaga	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;	Capnocytophaga ochracea	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Capnocytophaga;Capnocytophaga ochracea
Klebsiella_quasipneumoniae	0.0	0.04135	0.193754167	0.0	0.0072	0.0	Klebsiella	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;	Klebsiella quasipneumoniae	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasipneumoniae
Citrobacter_portucalensis	0.0	0.0	0.2342375	0.001741304	0.0	0.0	Citrobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;	Citrobacter portucalensis	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter portucalensis
Citrobacter_rodentium	0.0	0.22571	0.002707917	0.0	0.0	0.0	Citrobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;	Citrobacter rodentium	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter rodentium
Actinomyces_gaoshouyii	0.0	0.0	0.0	0.010583043	0.0	0.217389667	Actinomyces	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;	Actinomyces gaoshouyii	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces gaoshouyii
Actinomyces_radicidentis	0.0	0.0	0.0	0.007215217	0.0	0.209318333	Actinomyces	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;	Actinomyces radicidentis	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces radicidentis
Erysipelotrichaceae_bacterium	0.0	0.0	0.0	0.0	0.213636875	0.0	Erysipelotrichaceae	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;;	Erysipelotrichaceae bacterium	Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;;Erysipelotrichaceae bacterium
Klebsiella_variicola	0.0	0.03111	0.156383333	0.0	0.015955625	0.0	Klebsiella	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;	Klebsiella variicola	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella variicola
Tannerella_forsythia	0.0	0.0	0.0	0.045068261	0.057006875	0.100632	Tannerella	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;	Tannerella forsythia	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Tannerella;Tannerella forsythia
Prevotella_dentalis	0.0	0.0	0.0	0.015166522	0.0	0.169714667	Prevotella	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;	Prevotella dentalis	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella dentalis
Bifidobacterium_catenulatum	0.0	0.0	0.0	0.0	0.173940625	0.0	Bifidobacterium	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;	Bifidobacterium catenulatum	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium catenulatum
Edwardsiella_ictaluri	0.0	0.0	0.170783333	0.0	0.0	0.0	Edwardsiella	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;	Edwardsiella ictaluri	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Hafniaceae;Edwardsiella;Edwardsiella ictaluri
Macrococcus_caseolyticus	0.0	0.0	0.0	0.0	0.1706	0.0	Macrococcus	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;	Macrococcus caseolyticus	Bacteria;Firmicutes;Bacilli;Bacillales;Staphylococcaceae;Macrococcus;Macrococcus caseolyticus
Klebsiella_quasivariicola	0.0	0.03041	0.126151667	0.0	0.010434375	0.0	Klebsiella	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;	Klebsiella quasivariicola	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella quasivariicola
Enterobacteriaceae_bacterium	0.0	0.14757	0.003925833	0.0	0.0	0.0	Enterobacteriaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;;	Enterobacteriaceae bacterium	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;;Enterobacteriaceae bacterium
Barnesiella_viscericola	0.0	0.0	0.0	0.012569565	0.013956875	0.120981	Barnesiella	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;	Barnesiella viscericola	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella viscericola
Acinetobacter_pittii	0.0	0.0	0.0	0.039906522	0.09003625	0.011698333	Acinetobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;	Acinetobacter pittii	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter pittii
Bifidobacterium_kashiwanohense	0.0	0.0	0.02430125	0.00293913	0.106399375	0.0	Bifidobacterium	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;	Bifidobacterium kashiwanohense	Bacteria;Actinobacteria;Actinomycetia;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium catenulatum
Corynebacterium_argentoratense	0.0	0.0	0.0	0.058624783	0.0	0.069934	Corynebacterium	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	Corynebacterium argentoratense	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium argentoratense
Neisseria_bacilliformis	0.0	0.0	0.0	0.006864348	0.0502125	0.069501	Neisseria	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;	Neisseria bacilliformis	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Neisseria;Neisseria bacilliformis
Clostridium_perfringens	0.0	0.0	0.101295	0.0	0.00645875	0.0	Clostridium	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;	Clostridium perfringens	Bacteria;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium;Clostridium perfringens
Lactobacillus_johnsonii	0.0	0.0	0.0	0.0	0.0	0.103395333	Lactobacillus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;	Lactobacillus johnsonii	Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus johnsonii
Kingella_kingae	0.0	0.0	0.0	0.053411304	0.022705	0.023159667	Kingella	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;	Kingella kingae	Bacteria;Proteobacteria;Betaproteobacteria;Neisseriales;Neisseriaceae;Kingella;Kingella kingae
Streptococcus_pyogenes	0.0	0.0	0.0	0.0	0.0	0.099150667	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus pyogenes	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus pyogenes
Sebaldella_termitidis	0.0	0.0	0.0	0.008506087	0.01142	0.078454667	Sebaldella	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sebaldella;	Sebaldella termitidis	Bacteria;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sebaldella;Sebaldella termitidis
Actinomyces_oris	0.0	0.0	0.0	0.0	0.024508125	0.064817	Actinomyces	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;	Actinomyces oris	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces oris
Corynebacterium_variabile	0.0	0.0	0.0	0.016964348	0.070118125	0.0	Corynebacterium	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	Corynebacterium variabile	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium variabile
Corynebacterium_lactis	0.0	0.0	0.081165	0.0	0.0	0.0	Corynebacterium	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	Corynebacterium lactis	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium lactis
Faecalibacterium_prausnitzii	0.0	0.0	0.0	0.004858261	0.07042	0.0	Faecalibacterium	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;	Faecalibacterium prausnitzii	Bacteria;Firmicutes;Clostridia;Eubacteriales;Oscillospiraceae;Faecalibacterium;Faecalibacterium prausnitzii
Bacteroides_salanitronis	0.0	0.0	0.0	0.033796087	0.00693875	0.031117	Bacteroides	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Bacteroides salanitronis	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;;Phocaeicola;Phocaeicola salanitronis
Streptococcus_uberis	0.0	0.0	0.0	0.0	0.0	0.071066333	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus uberis	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus uberis
Kocuria_flava	0.0	0.0	0.0	0.0	0.0	0.070397333	Kocuria	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria;	Kocuria flava	Bacteria;Actinobacteria;Actinomycetia;Micrococcales;Micrococcaceae;Kocuria;Kocuria flava
Streptococcus_macedonicus	0.0	0.0	0.0	0.0	0.0	0.069964333	Streptococcus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;	Streptococcus macedonicus	Bacteria;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus;Streptococcus macedonicus
Parabacteroides_distasonis	0.0	0.0	0.0	0.04409087	0.018351875	0.003712333	Parabacteroides	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;	Parabacteroides distasonis	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis
Corynebacterium_callunae	0.0	0.0	0.0	0.061864348	0.0	0.0	Corynebacterium	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	Corynebacterium callunae	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium callunae
Actinomyces_naeslundii	0.0	0.0	0.0	0.0	0.01905125	0.040306	Actinomyces	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;	Actinomyces naeslundii	Bacteria;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Actinomyces;Actinomyces naeslundii
Citrobacter_koseri	0.0	0.0	0.04487875	0.007603043	0.00337375	0.0	Citrobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;	Citrobacter koseri	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter koseri
Aggregatibacter_actinomycetemcomitans	0.0	0.0	0.0	0.0	0.026836875	0.028502	Aggregatibacter	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;	Aggregatibacter actinomycetemcomitans	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Aggregatibacter;Aggregatibacter actinomycetemcomitans
Corynebacterium_kroppenstedtii	0.0	0.0	0.0	0.0	0.0	0.053271333	Corynebacterium	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;	Corynebacterium kroppenstedtii	Bacteria;Actinobacteria;Actinomycetia;Corynebacteriales;Corynebacteriaceae;Corynebacterium;Corynebacterium kroppenstedtii
Riemerella_anatipestifer	0.0	0.0	0.0	0.04127	0.0	0.011217	Riemerella	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;	Riemerella anatipestifer	Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Weeksellaceae;Riemerella;Riemerella anatipestifer
Bacteroides_helcogenes	0.0	0.0	0.0	0.0	0.048409375	0.003802667	Bacteroides	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;	Bacteroides helcogenes	Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides helcogenes
Roseburia_hominis	0.0	0.0	0.0	0.001071304	0.01460625	0.035096	Roseburia	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;	Roseburia hominis	Bacteria;Firmicutes;Clostridia;Eubacteriales;Lachnospiraceae;Roseburia;Roseburia hominis
Citrobacter_braakii	0.0	0.0	0.049664583	0.0	0.0	0.0	Citrobacter	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;	Citrobacter braakii	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Citrobacter;Citrobacter braakii
Carnobacterium_divergens	0.0	0.0	0.0	0.0	0.0	0.049525	Carnobacterium	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;	Carnobacterium divergens	Bacteria;Firmicutes;Bacilli;Lactobacillales;Carnobacteriaceae;Carnobacterium;Carnobacterium divergens
